Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2024-07542,2024-08-04,DEP-004,CAT-020,SUP-082,Request for Quotation,504,1.58,1.45,2024-08-14,2024-09-02,2024-08-21,Completed,Mingachevir,4.7
PR-2025-07543,2025-11-02,DEP-009,CAT-017,SUP-020,Request for Quotation,32,250.28,248.02,2025-11-24,2025-12-03,2025-12-03,Completed,Ganja,4.0
PR-2025-07544,2025-07-30,DEP-009,CAT-007,SUP-021,Open Tender,262,42.71,38.4,2025-08-19,2025-08-26,2025-08-29,Completed,Baku,4.0
PR-2024-07545,2024-07-20,DEP-004,CAT-011,SUP-039,Open Tender,8,,1262.18,2024-07-29,2024-09-13,2024-09-13,Completed,Baku,4.5
PR-2024-07546,2024-06-02,DEP-003,CAT-015,SUP-080,Request for Quotation,2,4692.4,4608.43,2024-06-20,2024-07-01,2024-06-28,Completed,Baku,4.0
PR-2024-07547,2024-08-17,DEP-001,CAT-004,SUP-041,Open Tender,67,4561.57,3781.73,2024-09-14,2024-10-28,,Cancelled,Baku,
PR-2025-07548,2025-12-17,DEP-003,CAT-008,SUP-004,Request for Quotation,710,164.83,161.42,2026-01-06,2026-03-04,2026-03-05,Completed,Baku,3.9
PR-2025-07549,2025-04-05,DEP-001,CAT-002,SUP-100,Open Tender,37,1243.76,1404.75,2025-04-25,2025-05-10,,In Progress,Baku,
PR-2024-07550,2024-08-04,DEP-005,CAT-011,SUP-039,Direct Purchase,11,1350.92,1459.11,2024-08-19,2024-09-08,2024-09-10,Completed,Baku,4.2
PR-2024-07551,2024-03-20,DEP-008,CAT-011,SUP-061,Request for Quotation,1,1683.84,1608.87,2024-03-29,2024-04-13,,Pending,Ganja,
PR-2024-07552,2024-09-12,DEP-001,CAT-004,SUP-048,Request for Quotation,2,6115.9,6197.48,2024-09-26,2024-11-11,,Cancelled,Baku,
PR-2026-07553,2026-05-25,DEP-002,CAT-008,SUP-017,Open Tender,960,150.32,144.64,2026-06-05,2026-07-22,2026-07-27,Completed,Baku,4.4
PR-2026-07554,2026-02-26,DEP-009,CAT-011,SUP-023,Open Tender,5,2610.97,2341.94,2026-03-23,2026-04-11,2026-04-17,Completed,Baku,3.9
PR-2026-07555,2026-07-01,DEP-002,CAT-015,SUP-006,Request for Quotation,2,1435.34,1378.36,2026-07-27,2026-09-12,2026-09-16,Completed,Baku,3.2
PR-2024-07556,2024-04-30,DEP-004,CAT-004,SUP-001,Direct Purchase,75,1066.77,1062.87,2024-05-19,2024-06-17,2024-06-11,Completed,Absheron,4.1
PR-2025-07557,2025-08-04,DEP-010,CAT-018,SUP-024,Open Tender,12,17906.74,15665.12,2025-08-06,2025-09-21,2025-10-04,Completed,Baku,4.4
PR-2025-07558,2025-09-26,DEP-008,CAT-008,SUP-020,Open Tender,561,98.69,87.88,2025-10-11,2025-11-04,,In Progress,Ganja,
PR-2025-07559,2025-10-24,DEP-009,CAT-008,SUP-086,Framework Agreement,961,209.82,194.88,2025-11-18,2025-11-28,2025-11-24,Completed,Mingachevir,3.9
PR-2026-07560,2026-01-09,DEP-006,CAT-015,SUP-114,Direct Purchase,4,11093.12,10548.63,2026-01-20,2026-03-19,2026-03-24,Completed,Baku,4.5
PR-2026-07561,2026-02-06,DEP-010,CAT-021,SUP-058,Direct Purchase,43,5044.99,5277.34,2026-02-17,2026-03-10,2026-03-10,Completed,Baku,4.4
PR-2024-07562,2024-04-13,DEP-003,CAT-017,SUP-076,Open Tender,26,652.04,580.57,2024-05-09,2024-06-14,2024-06-11,Completed,Baku,4.2
PR-2025-07563,2025-04-08,DEP-001,CAT-002,SUP-025,Open Tender,58,1067.39,899.41,2025-05-03,2025-06-28,2025-06-27,Completed,Baku,4.0
PR-2026-07564,2026-03-20,DEP-004,CAT-005,SUP-101,Direct Purchase,75,171.67,177.27,2026-04-07,2026-04-29,2026-05-07,Completed,Lankaran,3.9
PR-2026-07565,2026-01-15,DEP-007,CAT-021,SUP-058,Open Tender,10,499.76,428.34,2026-01-19,2026-02-05,2026-01-31,Completed,Mingachevir,4.6
PR-2024-07566,2024-06-18,DEP-012,CAT-006,SUP-054,Open Tender,16,6943.72,6569.54,2024-07-11,2024-08-06,2024-08-08,Completed,Baku,3.6
PR-2025-07567,2025-06-22,DEP-005,CAT-006,SUP-007,Open Tender,41,776.37,682.58,2025-07-08,2025-08-04,2025-08-01,Completed,Baku,4.9
PR-2026-07568,2026-02-06,DEP-005,CAT-010,SUP-089,Framework Agreement,122,629.06,595.73,2026-02-13,2026-03-04,2026-03-17,Completed,Baku,3.3
PR-2024-07569,2024-12-28,DEP-006,CAT-016,SUP-080,Framework Agreement,4,1699.62,1643.97,2024-12-31,2025-02-19,2025-02-19,Completed,Baku,4.4
PR-2026-07570,2026-05-07,DEP-009,CAT-008,SUP-086,Open Tender,489,58.28,54.03,2026-05-29,2026-06-05,,Completed,Baku,4.9
PR-2025-07571,2025-05-29,DEP-004,CAT-011,SUP-113,Direct Purchase,10,10640.75,10895.23,2025-06-09,2025-07-29,2025-08-04,Completed,Baku,3.1
PR-2024-07572,2024-11-20,DEP-012,CAT-003,SUP-001,Request for Quotation,27,333.86,343.27,2024-12-12,2025-01-06,2025-01-09,Completed,Baku,4.2
PR-2025-07573,2025-07-02,DEP-010,CAT-001,SUP-007,Direct Purchase,64,1349.33,1390.26,2025-07-10,2025-08-21,2025-08-15,Completed,Baku,5.0
PR-2024-07574,2024-03-09,DEP-012,CAT-007,SUP-021,Request for Quotation,255,6.87,6.41,2024-03-31,2024-04-27,2024-04-26,Completed,Baku,4.5
PR-2024-07575,2024-04-28,DEP-007,CAT-023,SUP-003,Direct Purchase,99,89.35,86.91,2024-05-13,2024-06-27,2024-06-26,Completed,Baku,4.7
PR-2024-07576,2024-07-13,DEP-005,CAT-011,SUP-113,Request for Quotation,11,4906.77,4438.83,2024-08-01,2024-09-28,2024-10-08,Completed,Baku,3.5
PR-2024-07577,2024-01-18,DEP-011,CAT-007,SUP-068,Request for Quotation,666,12.43,11.99,2024-02-08,2024-03-04,2024-03-03,Completed,Baku,4.9
PR-2026-07578,2026-02-02,DEP-008,CAT-020,SUP-044,Direct Purchase,290,2.19,2.2,2026-02-09,2026-03-18,,Pending,Sumgayit,
PR-2024-07579,2024-06-22,DEP-004,CAT-011,SUP-119,Request for Quotation,3,5064.39,4649.72,2024-07-06,2024-08-01,2024-08-07,Completed,Baku,4.7
PR-2025-07580,2025-11-01,DEP-003,CAT-007,SUP-017,Open Tender,657,6.97,5.96,2025-11-15,2025-12-19,,Cancelled,Mingachevir,
PR-2026-07581,2026-04-12,DEP-012,CAT-017,SUP-112,Request for Quotation,60,723.7,693.83,2026-04-29,2026-06-01,2026-06-04,Completed,Baku,3.6
PR-2024-07582,2024-07-17,DEP-005,CAT-013,SUP-057,Open Tender,12,5932.19,5029.44,2024-07-27,2024-08-24,,In Progress,Baku,
PR-2025-07583,2025-05-09,DEP-006,CAT-015,SUP-077,Open Tender,1,16418.64,13546.22,2025-05-31,2025-06-07,2025-06-12,Completed,Shaki,3.1
PR-2025-07584,2025-12-28,DEP-004,CAT-018,SUP-078,Direct Purchase,1,3041.55,2924.38,2026-01-12,2026-01-29,2026-02-02,Completed,Absheron,5.0
PR-2025-07585,2025-09-09,DEP-008,CAT-001,SUP-054,Request for Quotation,39,2542.86,2300.38,2025-10-06,2025-11-03,2025-11-06,Completed,Ganja,3.4
PR-2025-07586,2025-01-07,DEP-008,CAT-002,SUP-054,Direct Purchase,79,2209.45,2239.72,2025-01-23,2025-02-23,2025-02-27,Completed,Shaki,4.7
PR-2024-07587,2024-09-10,DEP-008,CAT-008,SUP-064,Request for Quotation,883,69.65,66.84,2024-10-02,2024-11-24,2024-11-29,Completed,Ganja,5.0
PR-2026-07588,2026-02-25,DEP-001,CAT-006,SUP-040,Open Tender,4,360.79,328.72,2026-03-13,2026-05-07,2026-05-07,Completed,Baku,3.9
PR-2025-07589,2025-09-30,DEP-009,CAT-008,SUP-009,Open Tender,188,95.38,81.6,2025-10-17,2025-11-05,2025-11-17,Completed,Baku,3.8
PR-2026-07590,2026-08-04,DEP-004,CAT-024,SUP-022,Open Tender,353,492.21,437.77,2026-08-27,2026-10-08,2026-10-09,Completed,Baku,4.6
PR-2025-07591,2025-12-11,DEP-005,CAT-012,SUP-024,Request for Quotation,12,2708.24,2501.4,2026-01-03,2026-01-19,,Pending,Baku,
PR-2026-07592,2026-07-02,DEP-003,CAT-007,SUP-017,Open Tender,359,4.71,4.35,2026-07-15,2026-09-01,2026-09-04,Completed,Baku,4.0
PR-2026-07593,2026-07-05,DEP-006,CAT-008,SUP-082,Open Tender,866,62.26,53.04,2026-08-01,2026-09-10,2026-09-09,Completed,Baku,4.7
PR-2024-07594,2024-08-12,DEP-009,CAT-008,SUP-084,Open Tender,668,39.67,36.57,2024-08-31,2024-10-21,2024-10-20,Completed,Baku,4.2
PR-2024-07595,2024-01-16,DEP-002,CAT-008,SUP-020,Open Tender,936,31.87,27.93,2024-02-03,2024-03-04,2024-03-05,Completed,Baku,2.7
PR-2026-07596,2026-01-01,DEP-012,CAT-017,SUP-060,Request for Quotation,110,610.69,531.96,2026-01-16,2026-01-25,2026-01-31,Completed,Mingachevir,3.7
PR-2024-07597,2024-08-28,DEP-001,CAT-005,SUP-041,Open Tender,18,189.52,169.29,2024-09-12,2024-11-05,2024-11-05,Completed,Baku,4.7
PR-2024-07598,2024-05-01,DEP-005,CAT-012,SUP-113,Open Tender,5,6220.98,6322.72,2024-05-21,2024-06-20,2024-07-10,Completed,Baku,3.8
PR-2024-07599,2024-07-04,DEP-010,CAT-012,SUP-119,Direct Purchase,12,19879.4,20863.22,2024-07-13,2024-08-02,2024-08-06,Completed,Lankaran,4.7
PR-2024-07600,2024-06-09,DEP-005,CAT-016,SUP-114,Framework Agreement,3,12423.89,13938.34,2024-07-01,2024-07-11,2024-06-30,Completed,Baku,4.8
PR-2026-07601,2026-03-19,DEP-012,CAT-017,SUP-060,Open Tender,65,1227.85,1313.22,2026-04-13,2026-05-20,2026-05-18,Completed,Baku,3.8
PR-2024-07602,2024-12-01,DEP-011,CAT-019,SUP-063,Request for Quotation,566,4967.73,4762.5,2024-12-05,2024-12-13,2024-12-22,Completed,Baku,4.4
PR-2025-07603,2025-10-13,DEP-012,CAT-001,SUP-107,Request for Quotation,3,3110.55,2917.78,2025-10-27,2025-12-05,2025-11-28,Completed,Baku,4.6
PR-2025-07604,2025-02-28,DEP-007,CAT-023,SUP-105,Open Tender,318,17.64,14.15,2025-03-03,2025-04-10,2025-04-10,Completed,Baku,2.3
PR-2024-07605,2024-10-25,DEP-010,CAT-003,SUP-040,Request for Quotation,16,305.71,289.87,2024-11-05,2024-11-22,2024-11-19,Completed,Baku,3.4
PR-2024-07606,2024-03-05,DEP-004,CAT-009,SUP-045,Framework Agreement,200,281.72,307.48,2024-03-25,2024-04-26,2024-05-02,Completed,Baku,4.2
PR-2024-07607,2024-10-16,DEP-010,CAT-018,SUP-088,Direct Purchase,2,15169.48,15189.51,2024-11-08,2024-12-17,2024-12-21,Completed,Baku,5.0
PR-2026-07608,2026-06-09,DEP-002,CAT-016,SUP-083,Framework Agreement,3,2490.13,2289.35,2026-06-21,2026-07-31,2026-08-02,Completed,Baku,4.7
PR-2026-07609,2026-08-17,DEP-006,CAT-016,SUP-083,Request for Quotation,5,5629.57,5688.39,2026-08-30,2026-10-18,,Pending,Baku,
PR-2024-07610,2024-03-12,DEP-012,CAT-008,SUP-009,Direct Purchase,728,143.6,152.67,2024-03-31,2024-04-27,2024-04-15,Completed,Baku,4.5
PR-2024-07611,2024-09-19,DEP-005,CAT-009,SUP-037,Direct Purchase,118,329.21,286.38,2024-09-23,2024-11-19,,In Progress,Baku,
PR-2026-07612,2026-06-17,DEP-004,CAT-011,SUP-113,Request for Quotation,10,1038.52,912.92,2026-06-27,2026-08-02,2026-08-04,Completed,Lankaran,2.8
PR-2026-07613,2026-07-30,DEP-005,CAT-014,SUP-116,Framework Agreement,8,312.25,288.66,2026-08-14,2026-09-04,2026-09-11,Completed,Sumgayit,4.5
PR-2024-07614,2024-11-05,DEP-001,CAT-005,SUP-100,Open Tender,35,103.53,90.33,2024-11-18,2024-12-04,2024-12-05,Completed,Baku,4.3
PR-2025-07615,2025-05-31,DEP-008,CAT-011,SUP-031,Request for Quotation,8,3617.5,4043.13,2025-06-19,2025-08-06,2025-08-11,Completed,Ganja,4.6
PR-2024-07616,2024-09-05,DEP-005,CAT-013,SUP-116,Request for Quotation,5,21152.81,19154.78,2024-10-02,2024-12-01,2024-11-19,Completed,Baku,4.7
PR-2026-07617,2026-01-19,DEP-004,CAT-011,SUP-024,Open Tender,8,1031.68,1087.72,2026-02-08,2026-03-28,2026-03-18,Completed,Baku,4.0
PR-2026-07618,2026-04-27,DEP-002,CAT-008,SUP-021,Open Tender,613,65.59,55.22,2026-05-06,2026-05-14,,Cancelled,Baku,
PR-2026-07619,2026-04-13,DEP-008,CAT-012,SUP-024,Open Tender,5,957.74,815.4,2026-04-29,2026-05-07,2026-05-07,Completed,Ganja,4.4
PR-2025-07620,2025-12-16,DEP-012,CAT-004,,Open Tender,79,250.39,217.92,2025-12-31,2026-02-07,2026-02-16,Completed,Baku,4.1
PR-2024-07621,2024-02-05,DEP-005,CAT-012,SUP-070,Open Tender,9,372.64,351.49,2024-02-27,2024-03-31,2024-03-26,Completed,Lankaran,4.7
PR-2024-07622,2024-12-12,DEP-002,CAT-007,SUP-064,Direct Purchase,436,41.63,43.2,2024-12-17,2024-12-27,2024-12-21,Completed,Baku,4.8
PR-2025-07623,2025-11-14,DEP-012,CAT-007,SUP-070,Request for Quotation,292,14.08,13.52,2025-12-10,2026-01-14,2026-01-05,Completed,Baku,4.3
PR-2024-07624,2024-06-30,DEP-003,CAT-007,SUP-082,Framework Agreement,616,3.59,3.26,2024-07-07,2024-08-12,2024-08-13,Completed,Sumgayit,4.6
PR-2026-07625,2026-02-12,DEP-001,CAT-003,SUP-062,Request for Quotation,50,592.57,558.51,2026-03-11,2026-04-06,2026-04-13,Completed,Baku,4.0
PR-2025-07626,2025-11-30,DEP-008,CAT-011,SUP-011,Framework Agreement,3,7421.99,7119.28,2025-12-07,2026-01-12,2026-01-14,Completed,Ganja,5.0
PR-2024-07627,2024-10-16,DEP-010,CAT-001,SUP-040,Open Tender,15,2029.63,1829.2,2024-11-05,2024-11-18,2024-11-30,Completed,Baku,4.1
PR-2025-07628,2025-02-13,DEP-008,CAT-005,SUP-054,Open Tender,36,243.87,200.3,2025-03-03,2025-05-02,2025-04-24,Completed,Ganja,3.6
PR-2025-07629,2025-03-27,DEP-007,CAT-023,SUP-085,Request for Quotation,37,22.0,20.9,2025-04-09,2025-05-08,2025-05-03,Completed,Baku,4.7
PR-2024-07630,2024-06-17,DEP-010,CAT-003,SUP-113,Open Tender,10,457.23,401.09,2024-07-13,2024-08-24,2024-09-06,Completed,Baku,3.0
PR-2025-07631,2025-02-01,DEP-008,CAT-008,SUP-020,Open Tender,112,207.5,166.83,2025-02-04,2025-03-26,2025-04-01,Completed,Ganja,4.5
PR-2024-07632,2024-01-27,DEP-011,CAT-016,SUP-026,Request for Quotation,3,2867.73,2841.15,2024-02-18,2024-03-05,2024-03-16,Completed,Baku,4.5
PR-2024-07633,2024-08-31,DEP-006,CAT-007,SUP-020,Open Tender,232,10.95,9.61,2024-09-23,2024-11-04,2024-11-13,Completed,Baku,3.5
PR-2026-07634,2026-01-06,DEP-005,CAT-012,SUP-066,Request for Quotation,10,3028.2,2649.3,2026-01-12,2026-03-12,2026-03-21,Completed,Baku,3.0
PR-2025-07635,2025-12-30,DEP-005,CAT-017,SUP-050,Open Tender,55,377.92,426.89,2026-01-23,2026-03-19,2026-03-20,Completed,Baku,3.5
PR-2026-07636,2026-02-17,DEP-005,CAT-013,,Direct Purchase,10,10876.46,11130.25,2026-02-20,2026-03-29,2026-03-30,Completed,Lankaran,4.9
PR-2024-07637,2024-03-12,DEP-001,CAT-005,SUP-046,Open Tender,47,328.14,308.46,2024-03-28,2024-04-10,2024-04-13,Completed,Baku,3.8
PR-2026-07638,2026-01-03,DEP-012,CAT-008,SUP-086,Direct Purchase,128,332.72,310.03,2026-01-14,2026-02-01,,In Progress,Baku,
PR-2026-07639,2026-08-21,DEP-003,CAT-008,SUP-084,Framework Agreement,523,103.11,99.18,2026-09-05,2026-10-12,2026-10-24,Completed,Baku,4.3
PR-2024-07640,2024-05-07,DEP-012,CAT-006,SUP-062,Open Tender,28,7275.84,6888.08,2024-05-29,2024-06-06,2024-06-22,Completed,Baku,4.1
PR-2025-07641,2025-05-08,DEP-010,CAT-018,SUP-098,Open Tender,6,8259.88,7255.0,2025-06-04,2025-07-19,2025-07-21,Completed,Baku,4.8
PR-2025-07642,2025-03-10,DEP-007,CAT-007,SUP-020,Open Tender,998,3.36,3.08,2025-03-19,2025-05-18,,In Progress,Mingachevir,
PR-2024-07643,2024-11-14,DEP-008,CAT-015,SUP-067,Open Tender,4,1418.22,1103.23,2024-12-05,2024-12-19,2024-12-27,Completed,Ganja,4.4
PR-2026-07644,2026-03-05,DEP-012,CAT-023,SUP-069,Request for Quotation,46,10.6,10.27,2026-03-26,2026-04-20,2026-04-24,Completed,Baku,4.1
PR-2024-07645,2024-04-28,DEP-004,CAT-020,SUP-044,Request for Quotation,561,2.23,2.13,2024-05-22,2024-06-16,2024-06-10,Completed,Baku,4.6
PR-2024-07646,2024-08-01,DEP-012,CAT-002,SUP-062,Framework Agreement,16,1156.22,1077.48,2024-08-25,2024-09-26,,In Progress,Baku,
PR-2024-07647,2024-08-24,DEP-001,CAT-004,SUP-040,Direct Purchase,19,2069.03,2040.69,2024-09-05,2024-10-21,2024-10-30,Completed,Lankaran,4.3
PR-2025-07648,2025-12-25,DEP-009,CAT-017,SUP-071,Open Tender,94,210.29,202.26,2026-01-02,2026-01-12,2026-01-16,Completed,Baku,3.8
PR-2026-07649,2026-04-11,DEP-005,CAT-012,SUP-031,Open Tender,10,6555.85,7097.29,2026-04-21,2026-05-03,,Pending,Baku,
PR-2024-07650,2024-02-08,DEP-001,CAT-004,SUP-041,Direct Purchase,64,221.16,215.55,2024-02-28,2024-03-11,2024-03-12,Completed,Baku,4.4
PR-2024-07651,2024-11-12,DEP-004,CAT-003,SUP-040,Request for Quotation,36,328.84,298.24,2024-11-22,2024-12-18,2024-12-22,Completed,Absheron,4.2
PR-2025-07652,2025-04-20,DEP-001,CAT-004,SUP-100,Open Tender,70,559.13,510.62,2025-05-06,2025-06-08,2025-06-01,Completed,Baku,4.0
PR-2024-07653,2024-11-07,DEP-007,CAT-023,SUP-079,Request for Quotation,281,11.37,10.42,2024-11-13,2024-11-29,2024-12-06,Completed,Baku,5.0
PR-2026-07654,2026-01-14,DEP-008,CAT-019,SUP-087,Request for Quotation,326,151.85,135.94,2026-01-27,2026-03-08,2026-03-19,Completed,Ganja,4.6
PR-2025-07655,2025-10-08,DEP-008,CAT-020,SUP-095,Request for Quotation,254,2.59,2.52,2025-11-02,2025-12-22,,In Progress,Ganja,
PR-2025-07656,2025-09-07,DEP-007,CAT-023,SUP-072,Request for Quotation,433,11.88,12.59,2025-09-28,2025-10-29,2025-11-04,Completed,Baku,4.3
PR-2024-07657,2024-02-27,DEP-012,CAT-002,SUP-001,Request for Quotation,51,2633.83,2487.84,2024-03-12,2024-04-17,,Cancelled,Baku,
PR-2024-07658,2024-06-19,DEP-003,CAT-016,SUP-026,Open Tender,3,16328.36,16928.02,2024-07-07,2024-08-30,2024-08-29,Completed,Baku,4.4
PR-2024-07659,2024-07-21,DEP-012,CAT-005,SUP-040,Request for Quotation,10,4598.79,4536.01,2024-08-13,2024-09-09,2024-08-28,Completed,Baku,4.1
PR-2025-07660,2025-04-11,DEP-004,CAT-004,SUP-048,Request for Quotation,15,697.12,662.5,2025-05-01,2025-06-23,2025-06-27,Completed,Baku,4.9
PR-2024-07661,2024-05-05,DEP-012,CAT-015,SUP-114,Request for Quotation,3,4102.9,3955.81,2024-05-07,2024-06-06,2024-06-09,Completed,Baku,5.0
PR-2026-07662,2026-06-28,DEP-007,CAT-007,SUP-011,Open Tender,674,3.1,2.75,2026-07-01,2026-08-01,2026-07-30,Completed,Baku,5.0
PR-2024-07663,2024-08-12,DEP-012,CAT-008,SUP-017,Framework Agreement,745,51.95,51.5,2024-09-01,2024-10-07,2024-10-08,Completed,Shirvan,4.5
PR-2024-07664,2024-01-29,DEP-001,CAT-002,SUP-048,Request for Quotation,10,1869.18,1716.36,2024-02-20,2024-03-30,2024-04-07,Completed,Shirvan,4.9
PR-2024-07665,2024-10-14,DEP-010,CAT-024,SUP-034,Open Tender,252,92.39,78.83,2024-10-17,2024-11-13,2024-11-07,Completed,Baku,4.2
PR-2025-07666,2025-07-25,DEP-012,CAT-008,SUP-084,Open Tender,74,53.25,47.92,2025-08-14,2025-10-11,2025-10-13,Completed,Baku,4.6
PR-2026-07667,2026-06-28,DEP-008,CAT-017,SUP-112,Framework Agreement,45,809.48,755.79,2026-07-05,2026-07-17,,In Progress,Ganja,
PR-2024-07668,2024-09-29,DEP-004,CAT-005,SUP-040,Framework Agreement,65,1209.62,1159.3,2024-10-27,2024-12-13,2024-12-28,Completed,Baku,4.1
PR-2024-07669,2024-10-20,DEP-001,CAT-006,SUP-025,Open Tender,67,848.55,784.54,2024-11-02,2024-12-24,2024-12-18,Completed,Lankaran,5.0
PR-2026-07670,2026-03-07,DEP-003,CAT-017,SUP-060,Request for Quotation,67,159.88,148.99,2026-03-24,2026-05-23,2026-05-13,Completed,Baku,5.0
PR-2024-07671,2024-11-27,DEP-005,CAT-013,SUP-116,Request for Quotation,1,10073.74,9677.48,2024-12-05,2024-12-13,2024-12-12,Completed,Baku,4.9
PR-2024-07672,2024-05-04,DEP-002,CAT-015,SUP-080,Open Tender,4,4334.99,3934.43,2024-05-14,2024-06-03,2024-06-04,Completed,Baku,4.5
PR-2024-07673,2024-08-15,DEP-001,CAT-015,SUP-056,Request for Quotation,3,3000.54,2852.81,2024-08-26,2024-09-16,2024-09-04,Completed,Baku,4.5
PR-2025-07674,2025-02-16,DEP-012,CAT-007,SUP-082,Open Tender,695,35.1,39.8,2025-03-15,2025-04-01,2025-03-26,Completed,Mingachevir,4.5
PR-2025-07675,2025-11-05,DEP-001,CAT-002,SUP-041,Request for Quotation,39,1790.31,1658.78,2025-11-16,2025-11-24,2025-11-27,Completed,Shaki,4.2
PR-2024-07676,2024-10-14,DEP-003,CAT-016,SUP-083,Request for Quotation,4,12399.72,11265.9,2024-10-18,2024-11-12,2024-11-11,Completed,Baku,4.5
PR-2024-07677,2024-06-24,DEP-009,CAT-008,SUP-068,Request for Quotation,717,84.1,76.71,2024-07-22,2024-08-23,2024-08-30,Completed,Baku,4.5
PR-2024-07678,2024-07-09,DEP-005,CAT-009,SUP-018,Open Tender,147,186.23,159.1,2024-08-02,2024-09-17,2024-09-24,Completed,Baku,4.4
PR-2024-07679,2024-10-15,DEP-012,CAT-005,SUP-100,Direct Purchase,27,121.2,124.1,2024-11-10,2024-12-11,2024-12-07,Completed,Baku,4.2
PR-2024-07680,2024-05-19,DEP-008,CAT-007,SUP-020,Request for Quotation,814,26.6,24.07,2024-05-31,2024-07-01,2024-06-26,Completed,Ganja,3.8
PR-2025-07681,2025-08-09,DEP-002,CAT-015,SUP-114,Request for Quotation,1,2185.84,2119.32,2025-08-30,2025-10-26,2025-10-16,Completed,Baku,5.0
PR-2024-07682,2024-05-11,DEP-001,CAT-004,SUP-007,Open Tender,8,3586.45,3044.43,2024-06-08,2024-07-22,2024-07-19,Completed,Absheron,4.6
PR-2025-07683,2025-12-08,DEP-004,CAT-001,SUP-041,Direct Purchase,24,3010.66,3122.1,2025-12-29,2026-02-03,2026-02-07,Completed,Baku,4.9
PR-2024-07684,2024-03-29,DEP-004,CAT-011,SUP-119,Open Tender,6,3973.01,3594.01,2024-04-24,2024-05-22,2024-05-20,Completed,Baku,4.1
PR-2025-07685,2025-03-08,DEP-009,CAT-024,SUP-035,Request for Quotation,14,7.05,6.99,2025-04-05,2025-05-11,2025-05-22,Completed,Mingachevir,3.7
PR-2025-07686,2025-09-20,DEP-012,CAT-005,SUP-100,Open Tender,42,605.68,681.01,2025-10-08,2025-11-18,,In Progress,Lankaran,
PR-2025-07687,2025-01-11,DEP-004,CAT-004,SUP-025,Framework Agreement,11,3658.48,3265.87,2025-01-30,2025-02-16,2025-02-19,Completed,Baku,5.0
PR-2024-07688,2024-04-04,DEP-012,CAT-017,SUP-097,Request for Quotation,33,100.75,91.55,2024-04-13,2024-06-09,2024-06-08,Completed,Baku,4.3
PR-2026-07689,2026-04-01,DEP-007,CAT-023,SUP-059,Direct Purchase,448,65.71,60.59,2026-04-13,2026-06-01,2026-06-10,Completed,Shaki,3.5
PR-2024-07690,2024-04-13,DEP-008,CAT-001,SUP-062,Request for Quotation,56,1897.15,1647.39,2024-04-17,2024-05-12,2024-05-16,Completed,Ganja,4.0
PR-2024-07691,2024-06-14,DEP-012,CAT-008,SUP-068,Open Tender,560,217.21,202.32,2024-07-04,2024-07-11,2024-07-04,Completed,Sumgayit,4.3
PR-2024-07692,2024-07-31,DEP-008,CAT-008,SUP-070,Direct Purchase,226,145.12,139.86,2024-08-04,2024-08-25,2024-08-13,Completed,Ganja,4.4
PR-2024-07693,2024-10-10,DEP-004,CAT-005,SUP-071,Open Tender,6,397.54,446.92,2024-10-15,2024-12-03,2024-12-02,Completed,Baku,4.3
PR-2024-07694,2024-03-19,DEP-003,CAT-015,SUP-056,Request for Quotation,1,16734.29,18038.94,2024-03-27,2024-04-11,2024-04-10,Completed,Absheron,4.9
PR-2026-07695,2026-04-28,DEP-012,CAT-003,SUP-100,Framework Agreement,71,333.66,311.27,2026-05-13,2026-06-11,2026-06-03,Completed,Baku,5.0
PR-2025-07696,2025-03-14,DEP-008,CAT-007,SUP-068,Open Tender,583,4.31,4.01,2025-03-25,2025-05-03,2025-05-01,Completed,Baku,4.9
PR-2024-07697,2024-09-08,DEP-005,CAT-012,SUP-015,Open Tender,12,3333.29,2974.37,2024-10-02,2024-11-20,2024-11-12,Completed,Baku,4.2
PR-2024-07698,2024-09-13,DEP-009,CAT-017,SUP-076,Open Tender,41,488.84,506.72,2024-09-15,2024-10-12,2024-10-09,Completed,Baku,3.4
PR-2025-07699,2025-06-21,DEP-002,CAT-008,SUP-027,Direct Purchase,490,164.56,149.46,2025-07-13,2025-08-10,2025-08-05,Completed,Baku,3.5
PR-2025-07700,2025-04-28,DEP-004,CAT-012,SUP-119,Open Tender,9,612.52,521.0,2025-05-18,2025-07-02,2025-07-02,Completed,Baku,5.0
PR-2026-07701,2026-02-11,DEP-008,CAT-011,SUP-066,Request for Quotation,7,1331.8,1297.65,2026-03-04,2026-03-19,2026-03-18,Completed,Ganja,3.2
PR-2025-07702,2025-08-02,DEP-012,CAT-009,SUP-052,Request for Quotation,190,474.89,431.1,2025-08-10,2025-10-03,2025-10-03,Completed,Baku,4.6
PR-2025-07703,2025-08-27,DEP-008,CAT-011,SUP-008,Open Tender,7,8282.49,7447.09,2025-09-05,2025-09-16,,Cancelled,Ganja,
PR-2026-07704,2026-03-03,DEP-012,CAT-004,SUP-107,Framework Agreement,55,4442.6,4346.01,2026-03-23,2026-04-08,2026-04-04,Completed,Baku,4.5
PR-2025-07705,2025-08-01,DEP-004,CAT-012,SUP-066,Open Tender,4,13623.08,11502.09,2025-08-10,2025-08-29,2025-09-01,Completed,Baku,3.0
